                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49 
                            model_number                                num_zones                             initial_mass                                initial_z                                 star_age                                time_step                                     Teff                            photosphere_L                            photosphere_r                               center_eta                                center_h1                               center_he3                               center_he4                               center_c12                               center_n14                               center_o16                              center_ne20                                star_mass                                star_mdot                             star_mass_h1                            star_mass_he3                            star_mass_he4                            star_mass_c12                            star_mass_n14                            star_mass_o16                           star_mass_ne20                             he_core_mass                             co_core_mass                             fe_core_mass                   neutron_rich_core_mass                             dynamic_time                             kh_timescale                            nuc_timescale                           power_nuc_burn                             power_h_burn                            power_he_burn                                power_neu                                burn_min1                                burn_min2                             time_seconds                           version_number                                 compiler                                    build                         MESA_SDK_version                             math_backend                                     date                                     msun                                     rsun                                     lsun 
                                     199                                      570                  1.0000000000000000E+000                  1.0000000000000000E-004                  1.0000000000000000E+009                  4.1730860950423352E+007                  6.5422624592976490E+002                  1.8127675414990158E-006                  1.0480169171819267E-001                  1.6697179649771229E+001                  7.5969999999994742E-001                  2.5562114293196449E-005                  2.4017443788575962E-001                  1.7234416803928880E-005                  5.0517137046674772E-006                  4.6902638225742498E-005                  1.0425122119374032E-005                  1.9096884503347407E-002                  0.0000000000000000E+000                  1.4507903157192012E-002                  4.8815674431853864E-007                  4.5865835009607408E-003                  3.2912366718717929E-007                  9.6471993162012025E-008                  8.9569426509929154E-007                  1.9908735304697827E-007                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  2.4571305708374325E+003                  4.5205943907214806E+010                  1.0534657128489728E+014                  4.0861870374238098E-015                  4.0861870374238098E-015                  0.0000000000000000E+000                  1.7449533148269435E-016                  5.0000000000000000E+001                  1.0000000000000000E+003                  3.1557600000000000E+016                               "r24.08.1"                               "gfortran"                                 "13.3.0"                    "x86_64-linux-24.7.1"                                 "CRMATH"                               "20260613"                  1.9884098706980504E+033                  6.9570000000000000E+010                  3.8280000000000003E+033 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12 
                                    zone                                     mass                                     logR                                     logT                                   logRho                                     logP                        x_mass_fraction_H                       y_mass_fraction_He                   z_mass_fraction_metals                                       pp                                      cno                                tri_alpha 
                                       1                  1.9096884503347407E-002                 -9.7963170687570666E-001                  2.8157999280832517E+000                 -4.3662857826760701E+000                  6.0098375465737464E+000                  7.5970000000000004E-001                  2.4020000000000008E-001                  9.9999999999877964E-005                  7.5242741398845438E-024                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       2                  1.9096884503328311E-002                 -9.7963178557265518E-001                  2.8159618555726134E+000                 -4.3651556029833340E+000                  6.0111300292710252E+000                  7.5970000000000004E-001                  2.4020000000000008E-001                  9.9999999999877964E-005                  7.5440006740245764E-024                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       3                  1.9096884503304438E-002                 -9.7963188368823806E-001                  2.8161418408196224E+000                 -4.3639044044946038E+000                  6.0125616254976713E+000                  7.5970000000000004E-001                  2.4020000000000008E-001                  9.9999999999877964E-005                  7.5659000140623204E-024                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       4                  1.9096884503280568E-002                 -9.7963198152162489E-001                  2.8164118814929227E+000                 -4.3620364691898601E+000                  6.0147002121986066E+000                  7.5970000000000004E-001                  2.4020000000000008E-001                  9.9999999999877964E-005                  7.5987126093580259E-024                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       5                  1.9096884503232825E-002                 -9.7963217634882260E-001                  2.8169522555179980E+000                 -4.3583321998487783E+000                  6.0189460571451363E+000                  7.5970000000000004E-001                  2.4020000000000008E-001                  9.9999999999877964E-005                  7.6642054469836072E-024                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       6                  1.9096884503137342E-002                 -9.7963256269461041E-001                  2.8182140964433895E+000                 -4.3498483509566332E+000                  6.0286945594613526E+000                  7.5970000000000004E-001                  2.4020000000000014E-001                  9.9999999999766942E-005                  7.8163441693431846E-024                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       7                  1.9096884502898630E-002                 -9.7963350987858577E-001                  2.8200222044528567E+000                 -4.3381034390104336E+000                  6.0422521368167690E+000                  7.5970000000000004E-001                  2.4020000000000014E-001                  9.9999999999766942E-005                  8.0319750356774313E-024                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       8                  1.9096884502659919E-002                 -9.7963443179645626E-001                  2.8227359744358864E+000                 -4.3212522010930172E+000                  6.0618266895235839E+000                  7.5970000000000004E-001                  2.4020000000000014E-001                  9.9999999999766942E-005                  8.3518198426615130E-024                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       9                  1.9096884502182495E-002                 -9.7963620547550101E-001                  2.8263623331645942E+000                 -4.3000965349431164E+000                  6.0866253838464770E+000                  7.5969999999999993E-001                  2.4020000000000019E-001                  9.9999999999877964E-005                  8.7715160158376985E-024                  0.0000000000000000E+000                  0.0000000000000000E+000 
